path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/91_COMPATIBILITY,folder,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/REPLICATION_PACKET_TRACK_4.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/SCOPE_DISCIPLINE_BOUNDARY_NOTE_TRACK_5.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/THEOREM_CANDIDATES_TRACK_1.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/L1_L7_REFINEMENT_AUDIT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/_MOVED.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/BLOCH_BURRI_CONJECTURE_ARCHITECTURE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_A_FRAME_ALGEBRA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_B_BLOCH_BURRI_IDENTITY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_C_PHOTON_UNIT_OF_ACCOUNT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_D_WAVE_PARTICLE_DUALITY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_E_UNCERTAINTY_PRINCIPLE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_F_K_MINIMAL.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_G_BIOLOGICAL_PREDICTIONS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_H_DIMENSIONAL_COSMOLOGICAL.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_I_KNOWN_UNKNOWNS_PROGRAM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_J_DATASET_MODELING.py,python-script,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_J_PROTOCOL_R_WITHOUT_LAB.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_K_AMRITA_AT_ZERO_COST.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_L_PHI_METER_CORRELATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_M_SPHERE_AS_TRANSLATION_LAYER.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_N_PRODUCTIVE_TRANSCENDENTAL_WAGERS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_O_STRONG_WEAK_EMERGENCE_D5.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_P_SU3_OBSTRUCTION_BARE_S2.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_T_ANTI_IDOLATRY_AT_SCALE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/PAPER_U_THE_PRACTICE_BRIDGE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS/_MOVED.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/_AUDIT_REPORT_2026_04_21.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/TOMBSTONE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
